fly,split,start_time_s,frames_drawn,rollout_end_error_model_mm,rollout_end_error_physics_mm,onestep_median_model_mm,onestep_median_physics_mm,onestep_win_rate
230,val,11.750100135803223,3,0.02046852327539739,0.1857191738400974,0.029057799434598443,0.15907131148845116,0.9813084112149533
231,train,1301.4288330078125,3,0.02292648564530966,0.20632193555165387,0.02053021881759106,0.1069227041932529,0.9345794392523364
232,train,1567.9383544921875,3,0.06504855731675403,0.19004068137639102,0.018611030068228306,0.11456312960799905,0.9813084112149533
233,train,1699.50390625,3,0.0062344811228628215,0.07766552861871283,0.02728311767800949,0.12727979397342273,0.9626168224299065
234,train,651.8037719726562,3,0.032196944643995265,0.2214604829836707,0.01805232053923094,0.11497933111582184,0.9719626168224299
235,train,110.10330200195312,3,0.020817644363526757,0.17365336851924365,0.02313849025661848,0.14453547081813123,0.9626168224299065
236,test,3.450000047683716,3,0.05212970234140297,0.17184538632271848,0.030575061029944374,0.16250543734140815,1.0
237,train,584.5037231445312,3,0.013466944776385567,0.1762309205996123,0.019551379453489497,0.10500068665659494,0.9906542056074766
238,val,1597.0511474609375,3,0.029588075151614875,0.11452786183568686,0.02277636877634142,0.12070593879349677,0.9345794392523364
239,train,18.51689910888672,3,0.01718509705194171,0.23140273027514016,0.02226106681336656,0.11900194958552451,0.9719626168224299
240,test,1369.0438232421875,3,0.04468719329505988,0.08514776070059771,0.02113206424921627,0.11421359213391516,0.9158878504672897
241,train,658.6876220703125,3,0.01177561483098982,0.10224083812765801,0.022954653208302436,0.14373265661439238,0.9626168224299065
242,val,1056.81689453125,3,0.024536406681177392,0.2972405658113736,0.022719042131081356,0.13670926838166184,0.9719626168224299
243,train,1429.1121826171875,3,0.03605542434196926,0.11210345773097787,0.01686726659503606,0.08149093578787187,0.9158878504672897
244,test,40.467498779296875,3,0.09368216252940048,0.05946625266830945,0.023036654493039762,0.1234240940294389,0.8878504672897196
245,train,1663.17529296875,3,0.004774462385819784,0.10439594569589994,0.020906774682062652,0.09621187500598985,0.9626168224299065
246,train,535.0001220703125,3,0.016791040131680028,0.05464699352117687,0.02403216341880329,0.12075939557615621,1.0
247,train,253.39100646972656,3,0.003657431448299995,0.5089448590346748,0.02325362060687033,0.14860070909502684,0.9626168224299065
248,train,812.6423950195312,3,0.014814333112397073,0.2698081238206509,0.023046417042528036,0.1004501031862911,0.9532710280373832
249,train,1528.833251953125,3,0.02643036009526479,0.22962422292407172,0.02643035974934234,0.12110550121857572,0.9532710280373832
250,train,3015.081787109375,3,0.00420290160184741,0.06415037974917029,0.019361658358696056,0.10750904474953174,0.9813084112149533
251,val,2885.1943359375,3,0.03931764078478149,0.08632796527086667,0.02249430325548441,0.12935624357444786,0.9532710280373832
252,train,127.42050170898438,3,0.06697218117241516,0.31108545104154667,0.024577553895680084,0.14034311056534246,0.9439252336448598
253,train,2621.32421875,3,0.03615417135828748,0.09733480107089407,0.024023379513545218,0.10793692932086178,0.9065420560747663
254,train,527.0498046875,3,0.039968538467776496,0.06876511912576544,0.02400262424113638,0.11321910693096979,0.897196261682243
255,train,2685.702392578125,3,0.021158841851170156,0.09534005771804405,0.025682422283174182,0.13920436817757473,0.9813084112149533
256,test,3347.273681640625,3,0.014597219161159022,0.15711187335698518,0.02923200439698809,0.1643405448631911,0.9626168224299065
257,val,3503.8955078125,3,0.010000923554590561,0.20402065533215563,0.0236029339851992,0.14187247211249304,0.9065420560747663
258,train,2009.7642822265625,3,0.02078412176297298,0.23076511642180111,0.021880616326937812,0.12589761959844992,0.9439252336448598
259,test,3449.69384765625,3,0.010424446321187858,0.17406777349391514,0.02366081612553859,0.13194609059107779,0.9345794392523364
260,train,1470.0135498046875,3,0.004872843865802163,0.15387583591856424,0.0216449331985091,0.10978745419984187,0.9906542056074766
261,train,2767.501953125,3,0.004224240758220604,0.18110426525992918,0.02328723039166654,0.11315902249480833,0.9719626168224299
262,train,1765.264892578125,3,0.019868890856769506,0.06811776058236452,0.02274448753478896,0.11799240113846304,0.9345794392523364
263,train,3495.678955078125,3,0.046318899352809376,0.3517541247043642,0.023622342808823825,0.13323858974019331,0.9532710280373832
264,train,2486.3916015625,3,0.045351413978935926,0.223770520372197,0.030325498165636507,0.148476982679142,0.9626168224299065
265,train,2516.525634765625,3,0.0016719937236410554,0.123969553638339,0.028496252118922066,0.15206311806926792,0.9345794392523364
266,train,1324.3984375,3,0.01838997678148906,0.08516125744267604,0.02319600849477687,0.1277784585937433,0.9626168224299065
267,train,3337.506103515625,3,0.030131270062967567,0.22133446064368303,0.022742350989854308,0.13081887388166277,0.9345794392523364
268,train,2608.095703125,3,0.05702480036296586,0.34852098935924236,0.02346652378120043,0.14103199551919582,0.9906542056074766
269,train,3541.8466796875,3,0.0326274891687233,0.10151778585405598,0.02528872748215516,0.11151918277261806,0.8878504672897196
270,val,893.8656005859375,3,0.019729086459259797,0.1555640467698024,0.02589262023624412,0.130177675542701,0.9345794392523364
271,val,1812.6827392578125,3,0.01590053447574814,0.17113786700028658,0.02092094776142583,0.11677648498862521,0.9719626168224299
272,val,2584.127685546875,3,0.022010647780897542,0.12179825143965088,0.02770640378033574,0.14927639914169796,0.9626168224299065
273,train,2719.106689453125,3,0.004050296337025128,0.10004502148950703,0.029873165399626256,0.1909041207482618,1.0
274,train,730.9031982421875,3,0.07169707036739667,0.16414007285132903,0.025149363635077245,0.12435759370847911,0.9626168224299065
275,train,163.7541961669922,3,0.06522272996349249,0.09397006113943042,0.025113558037528936,0.10756794800290227,0.9532710280373832
276,train,425.5780944824219,3,0.07018326866073822,0.24504453615492872,0.025564175598234658,0.13109811264953192,0.9626168224299065
277,train,3031.499267578125,3,0.014466722429800275,0.14446170088729754,0.020928905704628877,0.14250056291698696,0.9719626168224299
278,train,3010.921142578125,3,0.03019642656596186,0.05657821501609639,0.024464156850059038,0.10942102913181634,0.9439252336448598
279,test,2836.57421875,3,0.0195128531407603,0.10988250432205414,0.023620539533946418,0.13528877866188907,0.9532710280373832
280,train,3290.822265625,3,0.006118335261170541,0.1582752180980852,0.02484386191847871,0.11186718470991233,0.9626168224299065
281,test,214.539794921875,3,0.016336860082405168,0.11990483008561673,0.028049165347398864,0.13822690416438396,0.9626168224299065
282,test,3072.789794921875,3,0.0038280912512324706,0.06560622826299105,0.023527321875199673,0.14236498625121985,0.9532710280373832
283,val,2953.935791015625,3,0.014437141406003887,0.1820340819856248,0.021890765292015987,0.10443538951750006,0.9439252336448598
284,train,2370.748779296875,3,0.019259307951829625,0.10043475692838695,0.02552009538318297,0.11617377789266246,0.9345794392523364
285,train,2089.55029296875,3,0.026406519824638864,0.0787722088301796,0.022229477471434285,0.12107572890789156,0.9158878504672897
286,test,730.6923217773438,3,0.05656187264621981,0.02884443577050516,0.028764595390744684,0.11851487074384406,0.9252336448598131
287,train,2585.358642578125,3,0.024429056582888076,0.173346218234118,0.01943513776912493,0.1230622181427819,0.9252336448598131
288,train,2751.905517578125,3,0.03349366037378769,0.011045122538870583,0.02244427255033595,0.13167531840830216,0.9439252336448598
289,train,3382.926025390625,3,0.008426881508040648,0.06132916448526948,0.027348824808204306,0.1414245256811053,0.9532710280373832
290,train,3515.730224609375,3,0.026787825042085392,0.1570810382270242,0.022898249184321998,0.11417901633520519,0.9439252336448598
291,train,2325.681396484375,3,0.010811228725897794,0.11551979149896333,0.028282841162492144,0.13623781712421285,0.9532710280373832
292,test,2954.88720703125,3,0.026055833291420128,0.18292062091602176,0.027036906378030533,0.13683411287425723,0.9252336448598131
293,train,3563.16357421875,3,0.01977937327585432,0.07550248763795657,0.027335629805911744,0.13200070436604544,0.9439252336448598
294,train,1202.0592041015625,3,0.03614779078201686,0.053594130738738574,0.021843140515720578,0.12403642640844907,0.9626168224299065
295,train,2143.992919921875,3,0.05655207456467586,0.11335641375409736,0.02714527295354776,0.13705495725105143,0.9719626168224299
296,train,3521.0087890625,3,0.011864985322989434,0.22881197004718973,0.024835215045575804,0.1422004465906245,0.9345794392523364
297,val,2585.67529296875,3,0.030460497283585217,0.08848075849512713,0.029099619144622137,0.13118144607055623,0.9626168224299065
298,train,2890.810302734375,3,0.008003566375390191,0.050992404762722876,0.027339137254900954,0.14499874785876973,0.9252336448598131
299,train,3261.355712890625,3,0.01184618333275476,0.0732477847210661,0.025665751606630247,0.16464709144417589,0.9532710280373832
300,train,1815.4920654296875,3,0.008698720531316602,0.21148393038857477,0.022269290508839155,0.1146104736606056,0.9439252336448598
301,test,867.444580078125,3,0.04087502064717331,0.035850125061273545,0.030130034355963523,0.1586467565281351,0.9158878504672897
302,val,2049.52197265625,3,0.027904934537948383,0.3310000981834881,0.02777730234393161,0.14263524675604322,0.9719626168224299
303,train,3377.84130859375,3,0.0360759227056471,0.09519827055432592,0.02340703185261788,0.11261601056530245,0.9626168224299065
304,test,766.9368286132812,3,0.013965582286873274,0.15021087636932828,0.023481028148541305,0.1457973601986826,0.9532710280373832
305,train,2835.808349609375,3,0.026489891913567612,0.060834907696784304,0.030136803779387367,0.14866093395845734,0.9813084112149533
306,train,1264.0167236328125,3,0.04779857206448023,0.24534765400105799,0.033644224320545056,0.18376122957845614,0.9626168224299065
307,train,3463.425048828125,3,0.04080252099479703,0.12473581048608061,0.027908508738366054,0.12035279486750544,0.9626168224299065
308,train,205.70620727539062,3,0.014258632171060567,0.03605475100536736,0.016774867157075025,0.09398956388316863,0.9439252336448598
309,train,955.03271484375,3,0.01223635405310011,0.15832121898478438,0.02476233166764747,0.133936135102343,0.9439252336448598
310,test,1143.3863525390625,3,0.05609400286970616,0.31995725246939105,0.023079301068664276,0.1126146163686828,0.9532710280373832
311,train,1391.4276123046875,3,0.025773132432207888,0.14080184599759313,0.020473324670651688,0.1221236432096752,0.9719626168224299
312,test,531.4334106445312,3,0.01483566561799281,0.15102059112235,0.02656986150990079,0.12799453643776465,0.9532710280373832
313,train,1027.73583984375,3,0.0051431491385520375,0.07771166840174616,0.029485380888381856,0.1535787750552882,0.9345794392523364
314,train,1397.733154296875,3,0.04452203740493735,0.08407702300315441,0.02607237799829301,0.12391227523818829,0.9532710280373832
315,test,169.1221923828125,3,0.043388374544388444,0.09859910431534229,0.02845313143813887,0.16235850136494273,0.9252336448598131
316,train,1633.1082763671875,3,0.030769208686134714,0.1112334659454041,0.026037372775127618,0.12500396510118097,0.9532710280373832
317,train,1122.7696533203125,3,0.02726529221969247,0.23863695595930579,0.02465719090356625,0.11799666632666543,0.9813084112149533
318,train,852.3941040039062,3,0.06626493351912695,0.0835185422508547,0.019517758036005577,0.1160931867829739,0.9252336448598131
319,val,1139.8367919921875,3,0.03924391902495396,0.06579412918419147,0.023570620772894114,0.09884596344829959,0.9439252336448598
320,train,1179.1083984375,3,0.01562338576599144,0.2953072613598953,0.028145984537754392,0.13761612488034625,0.9532710280373832
321,train,781.2376708984375,3,0.007435941919892172,0.0970429931361686,0.021819024362818667,0.09860476969190356,0.9439252336448598
322,train,1173.6317138671875,3,0.033563026523895874,0.08595723953979598,0.024008508555525342,0.1295417357956131,0.9626168224299065
323,test,1703.1785888671875,3,0.01680138968225598,0.06190143292902899,0.021985961781949365,0.13138343111566875,0.9813084112149533
324,train,188.97149658203125,3,0.005374807990275635,0.2067286526095014,0.022796712962054197,0.16058071628667084,0.9813084112149533
325,train,1668.11083984375,3,0.01447216164865039,0.1013136558753819,0.019774400259684955,0.12181699297388764,0.9813084112149533
326,test,70.75150299072266,3,0.014561472996374301,0.14144723391156253,0.028578275855809247,0.15848697961274874,0.9345794392523364
