fly,split,start_time_s,frames_drawn,rollout_end_error_model_mm,rollout_end_error_physics_mm,onestep_median_model_mm,onestep_median_physics_mm,onestep_win_rate
216,train,57.10129928588867,3,0.021437579204554334,0.052154703247514554,0.024701596699517308,0.14007126661215996,0.9626168224299065
217,train,290.7087097167969,3,0.07385973560641097,0.1274235256575369,0.02679464676681029,0.1573938919648055,0.9813084112149533
218,train,1199.6375732421875,3,0.048700459729661014,0.2425915332101827,0.02488320023682095,0.11761739027392107,0.9626168224299065
219,val,1425.9503173828125,3,0.03222445222989759,0.13495392015158195,0.02418866020974799,0.13495392015158195,0.9719626168224299
220,train,31.73390007019043,3,0.04137765624314477,0.08863712049950465,0.02571750274914794,0.1556051081338549,0.9626168224299065
221,train,36.900699615478516,3,0.03213524921901481,0.051257739811480026,0.026691061769961142,0.13245732496578985,0.9252336448598131
222,train,657.1209106445312,3,0.009981929322824695,0.22238416072832148,0.028504824233834054,0.11885930400447761,0.8691588785046729
223,train,1227.88916015625,3,0.006748200091900083,0.1841795790597501,0.01876038364118569,0.0991790644878372,0.9532710280373832
224,train,607.4711303710938,3,0.008565093331388808,0.036234281648069515,0.022255483591823208,0.10826769883336927,0.9345794392523364
225,train,170.98890686035156,3,0.02480658525376722,0.08902236432884511,0.02480658653183571,0.1182594234868558,0.9532710280373832
226,test,139.88780212402344,3,0.04591027301884872,0.1055523521506686,0.021149035011924826,0.1088956554392651,0.9719626168224299
227,test,10.083499908447266,3,0.005558404618171524,0.08980621885043655,0.0191103768986823,0.1123021354851804,0.9719626168224299
228,test,337.4772033691406,3,0.01398867729889955,0.2014282827181883,0.016964674868730753,0.09396193141349928,0.9626168224299065
229,train,1687.68701171875,3,0.022572532417063175,0.08273768845691695,0.019424799907972246,0.0953472780104288,0.9532710280373832
