epoch,train_loss,val_loss,val_median_mm,val_win_rate,baseline_median_mm,stopped_median_mm
1,0.05129052245367102,0.03654952719807625,0.09757711738348007,0.8679545454545454,0.2499026209115982,0.8272920846939087
2,0.03973484721629728,0.03561876714229584,0.09616243839263916,0.8658181818181818,0.2499026209115982,0.8272920846939087
3,0.0386722892551138,0.035446640104055405,0.09572305530309677,0.8652575757575758,0.2499026209115982,0.8272920846939087
4,0.038121031008937815,0.03506685048341751,0.09496960043907166,0.8692121212121212,0.2499026209115982,0.8272920846939087
5,0.03775464969744951,0.03493620082736015,0.09497581422328949,0.8664242424242424,0.2499026209115982,0.8272920846939087
6,0.03751081016109511,0.034870445728302,0.09499022364616394,0.8694015151515152,0.2499026209115982,0.8272920846939087
7,0.03731467878791995,0.03446901589632034,0.09411583840847015,0.8713939393939394,0.2499026209115982,0.8272920846939087
8,0.03709903670143153,0.034554753452539444,0.09427594393491745,0.868719696969697,0.2499026209115982,0.8272920846939087
9,0.03687716863006488,0.03418176248669624,0.09335635602474213,0.8724242424242424,0.2499026209115982,0.8272920846939087
10,0.03632060926299471,0.0331881083548069,0.09193525463342667,0.8764242424242424,0.2499026209115982,0.8272920846939087
11,0.0352032541886607,0.032589592039585114,0.09082917124032974,0.8761060606060606,0.2499026209115982,0.8272920846939087
12,0.03455633842276472,0.031735990196466446,0.08879292756319046,0.8812878787878788,0.2499026209115982,0.8272920846939087
13,0.03417520062229312,0.03129340708255768,0.08759672939777374,0.8801439393939394,0.2499026209115982,0.8272920846939087
14,0.03399422269716589,0.03161359950900078,0.08833154290914536,0.8796893939393939,0.2499026209115982,0.8272920846939087
15,0.03384818251965598,0.03133724257349968,0.08819010853767395,0.883469696969697,0.2499026209115982,0.8272920846939087
16,0.033715130095627974,0.0315416119992733,0.08865097165107727,0.8784090909090909,0.2499026209115982,0.8272920846939087
17,0.033616689134189706,0.031482577323913574,0.08859585970640182,0.8796818181818182,0.2499026209115982,0.8272920846939087
18,0.03360594394821284,0.031295210123062134,0.08820217102766037,0.8804772727272727,0.2499026209115982,0.8272920846939087
19,0.03351982990308392,0.031518708914518356,0.0890701487660408,0.8815378787878788,0.2499026209115982,0.8272920846939087
