epoch,median_error_mm,mean_error_mm,p90_error_mm,rmse_mm,win_rate,baseline_median_mm,stopped_median_mm,vs_baseline_%
0,0.8665487766265869,0.9552447199821472,1.5481373071670532,1.0569785833358765,0.04054230769230769,0.2518550753593445,0.7484201192855835,-244.0664339959015
5,0.09577945619821548,0.1113487035036087,0.20433856546878815,0.1529601812362671,0.8655115384615385,0.2518550753593445,0.7484201192855835,61.970408552792414
10,0.09201742708683014,0.10751444101333618,0.19909027218818665,0.14092080295085907,0.8759730769230769,0.2518550753593445,0.7484201192855835,63.464136287291204
15,0.08901792764663696,0.10443917661905289,0.194297194480896,0.13690471649169922,0.8816346153846154,0.2518550753593445,0.7484201192855835,64.6550987627996
19,0.08952489495277405,0.104798324406147,0.1947597712278366,0.13553005456924438,0.8801269230769231,0.2518550753593445,0.7484201192855835,64.4538054970539
