epoch,train_loss,val_loss,val_median_mm,val_win_rate,baseline_median_mm,stopped_median_mm
1,0.28335147328288557,0.26088809967041016,0.3871697187423706,0.7878333333333334,0.7097057104110718,1.9653854370117188
2,0.24983465995846146,0.2579478621482849,0.385284960269928,0.7870378787878788,0.7097057104110718,1.9653854370117188
3,0.24679000704044005,0.2571316063404083,0.37861141562461853,0.7851212121212121,0.7097057104110718,1.9653854370117188
4,0.24502516903038296,0.25406819581985474,0.37735775113105774,0.7900378787878788,0.7097057104110718,1.9653854370117188
5,0.2439753907594303,0.2536196708679199,0.375637948513031,0.7928712121212121,0.7097057104110718,1.9653854370117188
6,0.24313218794102845,0.25290215015411377,0.37733250856399536,0.7899318181818182,0.7097057104110718,1.9653854370117188
7,0.24239647918800444,0.25318169593811035,0.3791242837905884,0.7868409090909091,0.7097057104110718,1.9653854370117188
8,0.24187121188789673,0.2521653175354004,0.37747108936309814,0.7876515151515151,0.7097057104110718,1.9653854370117188
9,0.2413355352223656,0.25293272733688354,0.37487509846687317,0.7912651515151515,0.7097057104110718,1.9653854370117188
10,0.24095796528076857,0.2516598701477051,0.3763355612754822,0.7882045454545454,0.7097057104110718,1.9653854370117188
11,0.24053136827922003,0.2528846561908722,0.37744155526161194,0.7868181818181819,0.7097057104110718,1.9653854370117188
12,0.24010899773066585,0.25273779034614563,0.3761383891105652,0.7862272727272728,0.7097057104110718,1.9653854370117188
13,0.23979857590064343,0.2540050148963928,0.37652096152305603,0.7868257575757576,0.7097057104110718,1.9653854370117188
14,0.23927922593195933,0.25501593947410583,0.379928857088089,0.7816363636363637,0.7097057104110718,1.9653854370117188
15,0.23877218031689343,0.257022887468338,0.3786662518978119,0.783780303030303,0.7097057104110718,1.9653854370117188
16,0.23830708183647176,0.2584572732448578,0.3776119351387024,0.7827045454545455,0.7097057104110718,1.9653854370117188
