epoch,median_error_mm,mean_error_mm,p90_error_mm,rmse_mm,win_rate,baseline_median_mm,stopped_median_mm,vs_baseline_%
0,0.25631794333457947,0.2691204845905304,0.38531172275543213,0.2842121720314026,0.002922916837170149,0.03517109900712967,0.13775385916233063,-628.7743362316323
5,0.0133438128978014,0.01683475635945797,0.034629032015800476,0.023032279685139656,0.8373533182900547,0.03517109900712967,0.13775385916233063,62.060290197083624
10,0.01364952977746725,0.016820047050714493,0.03439099341630936,0.022443627938628197,0.8311489401503548,0.03517109900712967,0.13775385916233063,61.191062654310855
12,0.012965328991413116,0.016413548961281776,0.033730197697877884,0.021953672170639038,0.8461454521362625,0.03517109900712967,0.13775385916233063,63.13641211841329
